orig_texts	orig_labels	orig_predictions	orig_z	edits_texts	edits_labels	edits_predictions	edits_z_pre	edits_z_pos
▁A ▁few ▁women ▁and ▁children ▁are ▁collecting ▁items ▁from ▁rocks . </s> ▁People ▁are ▁throwing ▁rocks . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁few ▁women ▁and ▁children ▁are ▁collecting ▁items ▁from ▁rocks . </s> ▁People ▁are ▁collecting ▁items . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁The ▁man ▁walks ▁among ▁the ▁large ▁trees . </s> ▁The ▁ mas ▁is ▁walking ▁next ▁to ▁dogs . </s>	2	1	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁The ▁man ▁walks ▁among ▁the ▁large ▁trees . </s> ▁The ▁ m asked ▁man ▁is ▁walking ▁next ▁to ▁trees . </s>	0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁person ▁in ▁blue ▁is ▁the ▁only ▁person ▁currently ▁throwing ▁their ▁ball ▁at ▁ a ▁bowl ing ▁alle y . </s> ▁The ▁person ▁is ▁eating ▁nach o s . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]	▁A ▁person ▁in ▁blue ▁is ▁the ▁only ▁person ▁currently ▁throwing ▁their ▁ball ▁at ▁ a ▁bowl ing ▁alle y . </s> ▁The ▁person ▁is ▁wearing ▁blue ▁and ▁indoor s . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]
▁A ▁man ▁with ▁ th inning ▁hair ▁looking ▁into ▁glasses ▁through ▁glasses . </s> ▁A ▁man ▁with ▁ th inning ▁hair . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁man ▁with ▁ th inning ▁hair ▁looking ▁into ▁glasses ▁through ▁glasses . </s> ▁A ▁woman ▁with ▁ th inning ▁hair ▁looking ▁through ▁glasses . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]
▁A ▁man ▁ pointing ▁into ▁the ▁ ear ▁wearing ▁ a ▁ striped ▁shirt ▁in ▁ a ▁small ▁boat ▁filled ▁with ▁many ▁people . </s> ▁A ▁man ▁is ▁ pointing ▁into ▁the ▁foot ▁and ▁wearing ▁ a ▁ striped ▁shirt . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁man ▁ pointing ▁into ▁the ▁ ear ▁wearing ▁ a ▁ striped ▁shirt ▁in ▁ a ▁small ▁boat ▁filled ▁with ▁many ▁people . </s> ▁A ▁man ▁is ▁ pointing ▁into ▁the ▁ears ▁in ▁ a ▁ crowded ▁boat . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁Rider ▁in ▁ceremoni al ▁gar b ▁rides ▁white ▁Arabia n ▁horse , ▁also ▁wearing ▁ceremoni al ▁blanket s ▁and ▁ t a ssel s . </s> ▁The ▁ride r ▁and ▁horse ▁are ▁covered ▁in ▁gear . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁Rider ▁in ▁ceremoni al ▁gar b ▁rides ▁white ▁Arabia n ▁horse , ▁also ▁wearing ▁ceremoni al ▁blanket s ▁and ▁ t a ssel s . </s> ▁The ▁man ▁and ▁horse ▁are ▁in ▁outer ▁space . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]
▁A ▁small ▁dog ▁runs ▁to ▁catch ▁ a ▁ball . </s> ▁A ▁little ▁dog ▁chase s ▁ a ▁ball . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁small ▁dog ▁runs ▁to ▁catch ▁ a ▁ball . </s> ▁A ▁cat ▁chase s ▁ a ▁mouse . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁in ▁gray ▁on ▁ a ▁ rocky ▁ cliff , ▁overlook ing ▁the ▁mountains . </s> ▁A ▁man ▁can ▁see ▁mountains ▁from ▁where ▁ he ▁stands . </s>	0	1	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁man ▁in ▁gray ▁on ▁ a ▁ rocky ▁ cliff , ▁overlook ing ▁the ▁mountains . </s> ▁A ▁man ▁looks ▁at ▁mountains ▁while ▁ he ▁watches ▁TV . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁A ▁ ju bil ant ▁crowd ▁dressed ▁fabulous ly ▁in ▁purple ▁red ▁and ▁yellow - gold ▁move ▁in ▁step ▁on ▁ a ▁metropolitan ▁street . </s> ▁One ▁person ▁walking ▁on ▁the ▁street . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁ ju bil ant ▁crowd ▁dressed ▁fabulous ly ▁in ▁purple ▁red ▁and ▁yellow - gold ▁move ▁in ▁step ▁on ▁ a ▁metropolitan ▁street . </s> ▁There ▁are ▁people ▁on ▁the ▁street . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁woman ▁is ▁le an ing ▁down ▁while ▁talking ▁to ▁her ▁phone . </s> ▁A ▁woman ▁is ▁using ▁ a ▁phone </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]	▁A ▁woman ▁is ▁le an ing ▁down ▁while ▁talking ▁to ▁her ▁phone . </s> ▁A ▁woman ▁is ▁sitting ▁on ▁ a ▁couch </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]
▁People ▁standing ▁in ▁front ▁of ▁ a ▁gray ▁building ▁with ▁ a ▁sign ▁that ▁read s ' ▁Tickets ▁Available ▁Here ' . </s> ▁The ▁people ▁are ▁standing ▁outside . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁People ▁standing ▁in ▁front ▁of ▁ a ▁gray ▁building ▁with ▁ a ▁sign ▁that ▁read s ' ▁Tickets ▁Available ▁Here ' . </s> ▁The ▁people ▁are ▁standing ▁inside . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁Two ▁women ▁bend ▁over ▁to ▁touch ▁ a ▁small ▁ kan gar o o . </s> ▁Two ▁women ▁are ▁pe tting ▁ a ▁ kan gar o o </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	▁Two ▁women ▁bend ▁over ▁to ▁touch ▁ a ▁small ▁ kan gar o o . </s> ▁Two ▁men ▁are ▁touching ▁ a ▁ kan gar o o </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]
▁A ▁woman ▁is ▁holding ▁ a ▁large ▁check ▁for ▁Kids ▁Food ▁Basket . </s> ▁She ▁is ▁ stealing ▁from ▁them . </s>	2	1	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]	▁A ▁woman ▁is ▁holding ▁ a ▁large ▁check ▁for ▁Kids ▁Food ▁Basket . </s> ▁Someone ▁is ▁ requesting ▁food ▁from ▁them . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]
▁A ▁man ▁wearing ▁ a ▁purple ▁cap , ▁yellow ▁snow ▁go gg les , ▁ a ▁ peri win kle ▁jacket ▁and ▁red ▁backpack ▁moves ▁quickly ▁through ▁powder y ▁snow ▁near ▁ a ▁winter ▁tree . </s> ▁The ▁man ▁is ▁making ▁ a ▁snow ▁angel . </s>	2	1	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁man ▁wearing ▁ a ▁purple ▁cap , ▁yellow ▁snow ▁go gg les , ▁ a ▁ peri win kle ▁jacket ▁and ▁red ▁backpack ▁moves ▁quickly ▁through ▁powder y ▁snow ▁near ▁ a ▁winter ▁tree . </s> ▁The ▁man ▁is ▁wearing ▁ a ▁purple ▁cap . </s> </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]
▁An ▁elderly ▁Man ▁wearing ▁ a ▁olive ▁green ▁shirt ▁and ▁red ▁and ▁white ▁ striped ▁ a pro n ▁is ▁stack ing ▁cheese . </s> ▁A ▁women ▁is ▁eating ▁some ▁friend ▁dump ling ▁dump ling s </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]	▁An ▁elderly ▁Man ▁wearing ▁ a ▁olive ▁green ▁shirt ▁and ▁red ▁and ▁white ▁ striped ▁ a pro n ▁is ▁stack ing ▁cheese . </s> ▁A ▁man ▁is ▁stack ling ▁cheese ▁while ▁wearing ▁knee ling s </s>	0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]
▁A ▁young ▁black ▁man ▁is ▁getting ▁his ▁hair ▁buzz e d ▁off . </s> ▁The ▁lady ▁is ▁at ▁the ▁hair ▁salon . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁young ▁black ▁man ▁is ▁getting ▁his ▁hair ▁buzz e d ▁off . </s> ▁The ▁man ▁is ▁in ▁the ▁air . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁young ▁man ▁ blew ▁up ▁balloon s ▁to ▁craft ▁into ▁animals ▁for ▁the ▁seven ▁excited ▁children ▁that ▁looked ▁on . </s> ▁The ▁children ▁are ▁watching ▁the ▁man ▁blow ▁up ▁balloon s </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁young ▁man ▁ blew ▁up ▁balloon s ▁to ▁craft ▁into ▁animals ▁for ▁the ▁seven ▁excited ▁children ▁that ▁looked ▁on . </s> ▁The ▁children ▁are ▁watching ▁the ▁man ▁blow ▁up ▁balloon s </s>	2	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁An ▁elderly ▁woman ▁with ▁ a ▁ t an ▁nun ▁uniform ▁on ▁and ▁glasses ▁is ▁taking ▁ a ▁picture ▁with ▁her ▁camera . </s> ▁A ▁woman ▁is ▁in ▁ a ▁green ▁nun ▁uniform </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]	▁An ▁elderly ▁woman ▁with ▁ a ▁ t an ▁nun ▁uniform ▁on ▁and ▁glasses ▁is ▁taking ▁ a ▁picture ▁with ▁her ▁camera . </s> ▁A ▁woman ▁is ▁in ▁ a ▁nun ▁uniform </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]
▁An ▁elderly ▁woman ▁with ▁ a ▁ t an ▁nun ▁uniform ▁on ▁and ▁glasses ▁is ▁taking ▁ a ▁picture ▁with ▁her ▁camera . </s> ▁A ▁woman ▁is ▁in ▁ a ▁ t an ▁nun ▁uniform . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]	▁An ▁elderly ▁woman ▁with ▁ a ▁ t an ▁nun ▁uniform ▁on ▁and ▁glasses ▁is ▁taking ▁ a ▁picture ▁with ▁her ▁camera . </s> ▁A ▁woman ▁is ▁wearing ▁ a ▁ t an ▁nun ▁uniform . </s>	2	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]
▁The ▁dog ▁is ▁in ▁the ▁snow ▁in ▁front ▁of ▁some ▁trees . </s> ▁A ▁cat ▁plays ▁in ▁the ▁snow . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁The ▁dog ▁is ▁in ▁the ▁snow ▁in ▁front ▁of ▁some ▁trees . </s> ▁A ▁dog ▁is ▁in ▁the ▁snow . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁Man ▁in ▁leather ▁jacket ▁and ▁scarf ▁sit s ▁on ▁purple ▁cushion ▁at ▁ a ▁party . </s> ▁A ▁person ▁is ▁sleeping ▁on ▁the ▁couch . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁Man ▁in ▁leather ▁jacket ▁and ▁scarf ▁sit s ▁on ▁purple ▁cushion ▁at ▁ a ▁party . </s> ▁A ▁man ▁is ▁sitting ▁at ▁the ▁party . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁wearing ▁ a ▁white ▁shirt ▁and ▁ a ▁blue ▁jeans ▁reading ▁ a ▁newspaper ▁while ▁standing </s> ▁A ▁man ▁is ▁reading ▁ a ▁newspaper . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁man ▁wearing ▁ a ▁white ▁shirt ▁and ▁ a ▁blue ▁jeans ▁reading ▁ a ▁newspaper ▁while ▁standing </s> ▁A ▁man ▁is ▁reading ▁ a ▁newspaper . </s>	2	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁running ▁in ▁ a ▁race ▁passes ▁by ▁spectator s . </s> ▁A ▁man ▁is ▁running ▁by ▁people ▁who ▁are ▁watching . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁man ▁running ▁in ▁ a ▁race ▁passes ▁by ▁spectator s . </s> ▁A ▁man ▁is ▁being ▁passed ▁by ▁people ▁who ▁are ▁running . </s>	2	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
